type,name,value,min,max,model,product
CV,R2,0.7206988366981635,0.697007526838574,0.7645450478717153,XGB,TROPOMI
CV,RMSE,7.2033306141003255,6.2860740175136645,8.6255449391865735,XGB,TROPOMI
spatialCV,R2,0.6760077283571367,0.6392262552705207,0.7184589732064993,XGB,TROPOMI
spatialCV,RMSE,7.752404403785948,7.110746113092674,8.750136799866969,XGB,TROPOMI
temporalCV,R2,0.7283648151705455,0.6210257727937829,0.8149746357552374,XGB,TROPOMI
temporalCV,RMSE,7.133175594262769,4.326763836183388,10.249532361414834,XGB,TROPOMI
training,R2,0.9272016830803615,NA,NA,XGB,TROPOMI
training,RMSE,3.702941655851719,NA,NA,XGB,TROPOMI
CV,intercept,0.18011462644538498,0.02648434368365185,0.3337449092071181,XGB,TROPOMI
CV,slope,1.0080508876962955,1.001414745935502,1.0146870294570889,XGB,TROPOMI
spatialCV,intercept,0.47874117852534576,0.3111082868404293,0.6463740702102623,XGB,TROPOMI
spatialCV,slope,0.9819559600461633,0.9747671461281958,0.9891447739641307,XGB,TROPOMI
temporalCV,intercept,0.8406816690588161,0.6934633041629301,0.9879000339547022,XGB,TROPOMI
temporalCV,slope,0.9945070989921322,0.9880846574982133,1.000929540486051,XGB,TROPOMI
training,intercept,-0.7593450926862538,-0.8332363991371236,-0.6854537862353841,XGB,TROPOMI
training,slope,1.037124125385642,1.0340510158713303,1.0401972348999537,XGB,TROPOMI
