date,name,value,model,product
2019-01-01,Moran_I_statistic,-0.039941939215014155,RF,TROPOMI
2019-01-01,Expectation,-0.010416666666666666,RF,TROPOMI
2019-01-01,Variance,3.86197928010525e-5,RF,TROPOMI
2019-01-01,p,0.9999989881487107,RF,TROPOMI
2019-01-02,Moran_I_statistic,-0.01739775948849221,RF,TROPOMI
2019-01-02,Expectation,-0.010416666666666666,RF,TROPOMI
2019-01-02,Variance,3.841376138327549e-5,RF,TROPOMI
2019-01-02,p,0.8699949379073206,RF,TROPOMI
2019-01-03,Moran_I_statistic,-0.08513909062605327,RF,TROPOMI
2019-01-03,Expectation,-0.010752688172043012,RF,TROPOMI
2019-01-03,Variance,4.168130471791805e-5,RF,TROPOMI
2019-01-03,p,1,RF,TROPOMI
2019-01-04,Moran_I_statistic,-0.035754062572935986,RF,TROPOMI
2019-01-04,Expectation,-0.010638297872340425,RF,TROPOMI
2019-01-04,Variance,3.9762510185780114e-5,RF,TROPOMI
2019-01-04,p,0.9999659735747434,RF,TROPOMI
2019-01-05,Moran_I_statistic,-0.041615005795353925,RF,TROPOMI
2019-01-05,Expectation,-0.010526315789473684,RF,TROPOMI
2019-01-05,Variance,4.020365122910854e-5,RF,TROPOMI
2019-01-05,p,0.99999952829115,RF,TROPOMI
2019-01-06,Moran_I_statistic,-0.01438034895987339,RF,TROPOMI
2019-01-06,Expectation,-0.010638297872340425,RF,TROPOMI
2019-01-06,Variance,4.0627866339518735e-5,RF,TROPOMI
2019-01-06,p,0.7214252007613872,RF,TROPOMI
2019-01-07,Moran_I_statistic,-0.028670114859291176,RF,TROPOMI
2019-01-07,Expectation,-0.010869565217391304,RF,TROPOMI
2019-01-07,Variance,4.1558323761247274e-5,RF,TROPOMI
2019-01-07,p,0.9971208965328139,RF,TROPOMI
2019-01-08,Moran_I_statistic,-0.04001457093114475,RF,TROPOMI
2019-01-08,Expectation,-0.010869565217391304,RF,TROPOMI
2019-01-08,Variance,4.0780527724822526e-5,RF,TROPOMI
2019-01-08,p,0.9999974896015338,RF,TROPOMI
2019-01-09,Moran_I_statistic,-0.06683384216711698,RF,TROPOMI
2019-01-09,Expectation,-0.010752688172043012,RF,TROPOMI
2019-01-09,Variance,4.1376990337057334e-5,RF,TROPOMI
2019-01-09,p,1,RF,TROPOMI
2019-01-10,Moran_I_statistic,-0.046190587856481016,RF,TROPOMI
2019-01-10,Expectation,-0.010526315789473684,RF,TROPOMI
2019-01-10,Variance,3.964551485016999e-5,RF,TROPOMI
2019-01-10,p,0.999999992613136,RF,TROPOMI
2019-01-11,Moran_I_statistic,-0.03914311758099724,RF,TROPOMI
2019-01-11,Expectation,-0.010526315789473684,RF,TROPOMI
2019-01-11,Variance,3.940998051052759e-5,RF,TROPOMI
2019-01-11,p,0.9999974234752255,RF,TROPOMI
2019-01-12,Moran_I_statistic,-0.05474611999020674,RF,TROPOMI
2019-01-12,Expectation,-0.010638297872340425,RF,TROPOMI
2019-01-12,Variance,4.0115622111898446e-5,RF,TROPOMI
2019-01-12,p,0.9999999999983463,RF,TROPOMI
2019-01-13,Moran_I_statistic,-0.014707204514679188,RF,TROPOMI
2019-01-13,Expectation,-0.010638297872340425,RF,TROPOMI
2019-01-13,Variance,3.991867712748178e-5,RF,TROPOMI
2019-01-13,p,0.740214104104734,RF,TROPOMI
2019-01-14,Moran_I_statistic,-0.04023031690468443,RF,TROPOMI
2019-01-14,Expectation,-0.010752688172043012,RF,TROPOMI
2019-01-14,Variance,4.083496228346528e-5,RF,TROPOMI
2019-01-14,p,0.9999980147992786,RF,TROPOMI
2019-01-15,Moran_I_statistic,-0.05466273978829226,RF,TROPOMI
2019-01-15,Expectation,-0.010869565217391304,RF,TROPOMI
2019-01-15,Variance,4.317907660774943e-5,RF,TROPOMI
2019-01-15,p,0.9999999999867246,RF,TROPOMI
2019-01-16,Moran_I_statistic,-0.02131789267475455,RF,TROPOMI
2019-01-16,Expectation,-0.010869565217391304,RF,TROPOMI
2019-01-16,Variance,4.134692066580498e-5,RF,TROPOMI
2019-01-16,p,0.9479074882703918,RF,TROPOMI
2019-01-17,Moran_I_statistic,-0.013655719808094869,RF,TROPOMI
2019-01-17,Expectation,-0.010752688172043012,RF,TROPOMI
2019-01-17,Variance,4.184141658634628e-5,RF,TROPOMI
2019-01-17,p,0.6732104391197519,RF,TROPOMI
2019-01-18,Moran_I_statistic,-0.006718846026665894,RF,TROPOMI
2019-01-18,Expectation,-0.010638297872340425,RF,TROPOMI
2019-01-18,Variance,4.063138113864542e-5,RF,TROPOMI
2019-01-18,p,0.2693150346598043,RF,TROPOMI
2019-01-19,Moran_I_statistic,-0.0216727688091952,RF,TROPOMI
2019-01-19,Expectation,-0.010526315789473684,RF,TROPOMI
2019-01-19,Variance,3.854004618201495e-5,RF,TROPOMI
2019-01-19,p,0.9637113726463913,RF,TROPOMI
2019-01-20,Moran_I_statistic,-0.0546447728186437,RF,TROPOMI
2019-01-20,Expectation,-0.010526315789473684,RF,TROPOMI
2019-01-20,Variance,3.955164168890225e-5,RF,TROPOMI
2019-01-20,p,0.9999999999988516,RF,TROPOMI
2019-01-21,Moran_I_statistic,-0.029071782065336258,RF,TROPOMI
2019-01-21,Expectation,-0.010638297872340425,RF,TROPOMI
2019-01-21,Variance,4.0199900650721957e-5,RF,TROPOMI
