date,name,value,model,product
2019-01-01,Moran_I_statistic,-0.023865877486321727,LGB,TROPOMI
2019-01-01,Expectation,-0.010869565217391304,LGB,TROPOMI
2019-01-01,Variance,4.0691150650514884e-5,LGB,TROPOMI
2019-01-01,p,0.9791935687226672,LGB,TROPOMI
2019-01-02,Moran_I_statistic,-0.025285246908496296,LGB,TROPOMI
2019-01-02,Expectation,-0.010869565217391304,LGB,TROPOMI
2019-01-02,Variance,4.2216821155463915e-5,LGB,TROPOMI
2019-01-02,p,0.986745357644586,LGB,TROPOMI
2019-01-03,Moran_I_statistic,-0.037935672631956345,LGB,TROPOMI
2019-01-03,Expectation,-0.01098901098901099,LGB,TROPOMI
2019-01-03,Variance,4.2992906575968455e-5,LGB,TROPOMI
2019-01-03,p,0.9999801884412003,LGB,TROPOMI
2019-01-04,Moran_I_statistic,-0.017038498234394846,LGB,TROPOMI
2019-01-04,Expectation,-0.010869565217391304,LGB,TROPOMI
2019-01-04,Variance,4.236795959307958e-5,LGB,TROPOMI
2019-01-04,p,0.8283702336417025,LGB,TROPOMI
2019-01-05,Moran_I_statistic,-0.03692937789568232,LGB,TROPOMI
2019-01-05,Expectation,-0.010752688172043012,LGB,TROPOMI
2019-01-05,Variance,4.166259190314089e-5,LGB,TROPOMI
2019-01-05,p,0.9999749835925521,LGB,TROPOMI
2019-01-06,Moran_I_statistic,-0.01478870545217785,LGB,TROPOMI
2019-01-06,Expectation,-0.010869565217391304,LGB,TROPOMI
2019-01-06,Variance,4.214035673725871e-5,LGB,TROPOMI
2019-01-06,p,0.7269879287362198,LGB,TROPOMI
2019-01-07,Moran_I_statistic,-0.05113873572610571,LGB,TROPOMI
2019-01-07,Expectation,-0.010869565217391304,LGB,TROPOMI
2019-01-07,Variance,4.141502782993136e-5,LGB,TROPOMI
2019-01-07,p,0.9999999998042719,LGB,TROPOMI
2019-01-08,Moran_I_statistic,-0.022339118650928916,LGB,TROPOMI
2019-01-08,Expectation,-0.010869565217391304,LGB,TROPOMI
2019-01-08,Variance,4.1579288745068873e-5,LGB,TROPOMI
2019-01-08,p,0.9623572926155259,LGB,TROPOMI
2019-01-09,Moran_I_statistic,-0.03729093926787156,LGB,TROPOMI
2019-01-09,Expectation,-0.010752688172043012,LGB,TROPOMI
2019-01-09,Variance,4.154944022625601e-5,LGB,TROPOMI
2019-01-09,p,0.9999808151734526,LGB,TROPOMI
2019-01-10,Moran_I_statistic,-0.016783335600893692,LGB,TROPOMI
2019-01-10,Expectation,-0.010526315789473684,LGB,TROPOMI
2019-01-10,Variance,3.918808627692028e-5,LGB,TROPOMI
2019-01-10,p,0.8412280227258023,LGB,TROPOMI
2019-01-11,Moran_I_statistic,-0.016785571357544764,LGB,TROPOMI
2019-01-11,Expectation,-0.010526315789473684,LGB,TROPOMI
2019-01-11,Variance,3.9024935577444575e-5,LGB,TROPOMI
2019-01-11,p,0.8418192140945392,LGB,TROPOMI
2019-01-12,Moran_I_statistic,-0.014766922447197626,LGB,TROPOMI
