date,name,value,model,product
2019-01-01,Moran_I_statistic,-0.0049363729180023075,GBM,OMI
2019-01-01,Expectation,-0.010416666666666666,GBM,OMI
2019-01-01,Variance,3.88788747954612e-5,GBM,OMI
2019-01-01,p,0.18972361796892764,GBM,OMI
2019-01-02,Moran_I_statistic,-0.006540116311827966,GBM,OMI
2019-01-02,Expectation,-0.010416666666666666,GBM,OMI
2019-01-02,Variance,3.8962267566768056e-5,GBM,OMI
2019-01-02,p,0.2672848911478943,GBM,OMI
2019-01-03,Moran_I_statistic,-0.018019586184911934,GBM,OMI
2019-01-03,Expectation,-0.010752688172043012,GBM,OMI
2019-01-03,Variance,4.141135080050933e-5,GBM,OMI
2019-01-03,p,0.8706034049545683,GBM,OMI
2019-01-04,Moran_I_statistic,-0.025374142638146188,GBM,OMI
2019-01-04,Expectation,-0.010638297872340425,GBM,OMI
2019-01-04,Variance,3.9364928015466215e-5,GBM,OMI
2019-01-04,p,0.9905794700904128,GBM,OMI
2019-01-05,Moran_I_statistic,-0.01865581239984753,GBM,OMI
2019-01-05,Expectation,-0.010526315789473684,GBM,OMI
2019-01-05,Variance,4.039233623895419e-5,GBM,OMI
2019-01-05,p,0.8995740915739804,GBM,OMI
2019-01-06,Moran_I_statistic,-0.006754576651949506,GBM,OMI
2019-01-06,Expectation,-0.010638297872340425,GBM,OMI
2019-01-06,Variance,4.083745892487136e-5,GBM,OMI
2019-01-06,p,0.271679560195777,GBM,OMI
2019-01-07,Moran_I_statistic,-0.029842754451315453,GBM,OMI
2019-01-07,Expectation,-0.010869565217391304,GBM,OMI
2019-01-07,Variance,4.139054984356034e-5,GBM,OMI
2019-01-07,p,0.9984065042749773,GBM,OMI
2019-01-08,Moran_I_statistic,-0.05898077348566847,GBM,OMI
2019-01-08,Expectation,-0.010869565217391304,GBM,OMI
2019-01-08,Variance,4.166887153150313e-5,GBM,OMI
2019-01-08,p,0.9999999999999545,GBM,OMI
2019-01-09,Moran_I_statistic,-0.015336306327823008,GBM,OMI
2019-01-09,Expectation,-0.010752688172043012,GBM,OMI
2019-01-09,Variance,4.145632838000955e-5,GBM,OMI
2019-01-09,p,0.761733613770146,GBM,OMI
2019-01-10,Moran_I_statistic,-0.03168316914994998,GBM,OMI
2019-01-10,Expectation,-0.010526315789473684,GBM,OMI
2019-01-10,Variance,3.9358935731372824e-5,GBM,OMI
2019-01-10,p,0.9996273176098514,GBM,OMI
