date,name,value,model,product
2019-01-01,Moran_I_statistic,-0.1571967202179179,SLR,TROPOMI
2019-01-01,Expectation,-0.010869565217391304,SLR,TROPOMI
2019-01-01,Variance,4.227421962668164e-5,SLR,TROPOMI
2019-01-01,p,1,SLR,TROPOMI
2019-01-02,Moran_I_statistic,-0.02552392465304015,SLR,TROPOMI
2019-01-02,Expectation,-0.010869565217391304,SLR,TROPOMI
2019-01-02,Variance,4.0742631263321615e-5,SLR,TROPOMI
2019-01-02,p,0.9891575877876911,SLR,TROPOMI
2019-01-03,Moran_I_statistic,-0.05816484652117771,SLR,TROPOMI
2019-01-03,Expectation,-0.01098901098901099,SLR,TROPOMI
2019-01-03,Variance,4.320459266219767e-5,SLR,TROPOMI
2019-01-03,p,0.9999999999996442,SLR,TROPOMI
2019-01-04,Moran_I_statistic,-0.04236840653787148,SLR,TROPOMI
2019-01-04,Expectation,-0.010869565217391304,SLR,TROPOMI
2019-01-04,Variance,4.208246130519262e-5,SLR,TROPOMI
2019-01-04,p,0.9999993999237451,SLR,TROPOMI
2019-01-05,Moran_I_statistic,-0.0387852169708678,SLR,TROPOMI
2019-01-05,Expectation,-0.010752688172043012,SLR,TROPOMI
2019-01-05,Variance,4.1798702890553834e-5,SLR,TROPOMI
2019-01-05,p,0.999992742286203,SLR,TROPOMI
2019-01-06,Moran_I_statistic,-0.010425286498755862,SLR,TROPOMI
2019-01-06,Expectation,-0.010869565217391304,SLR,TROPOMI
2019-01-06,Variance,4.245428788727704e-5,SLR,TROPOMI
2019-01-06,p,0.4728188159403166,SLR,TROPOMI
2019-01-07,Moran_I_statistic,-0.10512998943504179,SLR,TROPOMI
2019-01-07,Expectation,-0.010869565217391304,SLR,TROPOMI
2019-01-07,Variance,4.246619834679074e-5,SLR,TROPOMI
2019-01-07,p,1,SLR,TROPOMI
2019-01-08,Moran_I_statistic,-0.048758248372159356,SLR,TROPOMI
2019-01-08,Expectation,-0.010869565217391304,SLR,TROPOMI
2019-01-08,Variance,4.154886332572051e-5,SLR,TROPOMI
2019-01-08,p,0.9999999979237958,SLR,TROPOMI
2019-01-09,Moran_I_statistic,-0.04488254166185722,SLR,TROPOMI
2019-01-09,Expectation,-0.010752688172043012,SLR,TROPOMI
2019-01-09,Variance,4.112455858216675e-5,SLR,TROPOMI
2019-01-09,p,0.9999999487145794,SLR,TROPOMI
2019-01-10,Moran_I_statistic,-0.05291037374927445,SLR,TROPOMI
2019-01-10,Expectation,-0.010526315789473684,SLR,TROPOMI
2019-01-10,Variance,3.978502153204797e-5,SLR,TROPOMI
2019-01-10,p,0.9999999999908882,SLR,TROPOMI
2019-01-11,Moran_I_statistic,-0.012317816804464,SLR,TROPOMI
2019-01-11,Expectation,-0.010526315789473684,SLR,TROPOMI
2019-01-11,Variance,3.945442716921147e-5,SLR,TROPOMI
2019-01-11,p,0.6122594868257305,SLR,TROPOMI
2019-01-12,Moran_I_statistic,-0.07293658506558846,SLR,TROPOMI
2019-01-12,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-01-12,Variance,4.0153105510777056e-5,SLR,TROPOMI
2019-01-12,p,1,SLR,TROPOMI
2019-01-13,Moran_I_statistic,-0.01899872270857543,SLR,TROPOMI
2019-01-13,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-01-13,Variance,3.991855115614086e-5,SLR,TROPOMI
2019-01-13,p,0.9071233967556206,SLR,TROPOMI
2019-01-14,Moran_I_statistic,-0.04290069724592996,SLR,TROPOMI
2019-01-14,Expectation,-0.010752688172043012,SLR,TROPOMI
2019-01-14,Variance,4.086785832885802e-5,SLR,TROPOMI
2019-01-14,p,0.9999997532023798,SLR,TROPOMI
2019-01-15,Moran_I_statistic,-0.0119105515282527,SLR,TROPOMI
2019-01-15,Expectation,-0.010869565217391304,SLR,TROPOMI
2019-01-15,Variance,4.278795771869043e-5,SLR,TROPOMI
2019-01-15,p,0.5632214180864898,SLR,TROPOMI
2019-01-16,Moran_I_statistic,-0.03546869475880308,SLR,TROPOMI
2019-01-16,Expectation,-0.010869565217391304,SLR,TROPOMI
2019-01-16,Variance,4.036990218416782e-5,SLR,TROPOMI
2019-01-16,p,0.999945939169396,SLR,TROPOMI
2019-01-17,Moran_I_statistic,-0.02702787048732487,SLR,TROPOMI
2019-01-17,Expectation,-0.010752688172043012,SLR,TROPOMI
2019-01-17,Variance,4.084582496768597e-5,SLR,TROPOMI
2019-01-17,p,0.9945603021788567,SLR,TROPOMI
2019-01-18,Moran_I_statistic,-0.00978724174018538,SLR,TROPOMI
2019-01-18,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-01-18,Variance,4.0109768468739874e-5,SLR,TROPOMI
2019-01-18,p,0.4465512325309163,SLR,TROPOMI
2019-01-19,Moran_I_statistic,-0.01530441201669227,SLR,TROPOMI
2019-01-19,Expectation,-0.010526315789473684,SLR,TROPOMI
2019-01-19,Variance,3.754708017880653e-5,SLR,TROPOMI
2019-01-19,p,0.7822370164000144,SLR,TROPOMI
2019-01-20,Moran_I_statistic,-0.016596241971890194,SLR,TROPOMI
2019-01-20,Expectation,-0.010526315789473684,SLR,TROPOMI
2019-01-20,Variance,3.891728215422634e-5,SLR,TROPOMI
2019-01-20,p,0.8347229691185925,SLR,TROPOMI
2019-01-21,Moran_I_statistic,-0.0712396518859264,SLR,TROPOMI
2019-01-21,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-01-21,Variance,4.081065579407425e-5,SLR,TROPOMI
2019-01-21,p,1,SLR,TROPOMI
2019-01-22,Moran_I_statistic,-0.028556674279349274,SLR,TROPOMI
2019-01-22,Expectation,-0.010752688172043012,SLR,TROPOMI
2019-01-22,Variance,4.086048283104793e-5,SLR,TROPOMI
2019-01-22,p,0.9973257462936732,SLR,TROPOMI
2019-01-23,Moran_I_statistic,-0.06850518869825181,SLR,TROPOMI
2019-01-23,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-01-23,Variance,3.7500095800619245e-5,SLR,TROPOMI
2019-01-23,p,1,SLR,TROPOMI
2019-01-24,Moran_I_statistic,-0.07473983871610178,SLR,TROPOMI
2019-01-24,Expectation,-0.010752688172043012,SLR,TROPOMI
2019-01-24,Variance,4.0391818914712775e-5,SLR,TROPOMI
2019-01-24,p,1,SLR,TROPOMI
2019-01-25,Moran_I_statistic,-0.0181801348919518,SLR,TROPOMI
2019-01-25,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-01-25,Variance,3.9731323447647426e-5,SLR,TROPOMI
2019-01-25,p,0.8842481355266675,SLR,TROPOMI
2019-01-26,Moran_I_statistic,-0.031504141974407845,SLR,TROPOMI
2019-01-26,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-01-26,Variance,4.056249651845104e-5,SLR,TROPOMI
2019-01-26,p,0.9994739750353809,SLR,TROPOMI
2019-01-27,Moran_I_statistic,-0.1299580134596416,SLR,TROPOMI
2019-01-27,Expectation,-0.010526315789473684,SLR,TROPOMI
2019-01-27,Variance,3.891798245951346e-5,SLR,TROPOMI
2019-01-27,p,1,SLR,TROPOMI
2019-01-28,Moran_I_statistic,-0.010956410916700667,SLR,TROPOMI
2019-01-28,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-01-28,Variance,4.036331296935458e-5,SLR,TROPOMI
2019-01-28,p,0.5199671784604847,SLR,TROPOMI
2019-01-29,Moran_I_statistic,-0.016763071299281694,SLR,TROPOMI
2019-01-29,Expectation,-0.010869565217391304,SLR,TROPOMI
2019-01-29,Variance,4.2510885608910016e-5,SLR,TROPOMI
2019-01-29,p,0.8169775918714204,SLR,TROPOMI
2019-01-30,Moran_I_statistic,-0.037398831471597914,SLR,TROPOMI
2019-01-30,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-01-30,Variance,4.081105172808541e-5,SLR,TROPOMI
2019-01-30,p,0.999985988009519,SLR,TROPOMI
2019-01-31,Moran_I_statistic,-0.012171228980787157,SLR,TROPOMI
2019-01-31,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-01-31,Variance,4.0816814177416645e-5,SLR,TROPOMI
2019-01-31,p,0.5948117068307293,SLR,TROPOMI
2019-02-01,Moran_I_statistic,-0.010990800166658595,SLR,TROPOMI
2019-02-01,Expectation,-0.010526315789473684,SLR,TROPOMI
2019-02-01,Variance,3.9773428818192015e-5,SLR,TROPOMI
2019-02-01,p,0.5293556819524113,SLR,TROPOMI
2019-02-02,Moran_I_statistic,-0.049857295761409556,SLR,TROPOMI
2019-02-02,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-02-02,Variance,4.0709411547777295e-5,SLR,TROPOMI
2019-02-02,p,0.9999999996046913,SLR,TROPOMI
2019-02-03,Moran_I_statistic,-0.03230663874146789,SLR,TROPOMI
2019-02-03,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-02-03,Variance,4.075260089348996e-5,SLR,TROPOMI
2019-02-03,p,0.99965595671772,SLR,TROPOMI
2019-02-04,Moran_I_statistic,-0.018587585283538433,SLR,TROPOMI
2019-02-04,Expectation,-0.010752688172043012,SLR,TROPOMI
2019-02-04,Variance,4.164035110382001e-5,SLR,TROPOMI
2019-02-04,p,0.8876567829349142,SLR,TROPOMI
2019-02-05,Moran_I_statistic,-0.033585955667002926,SLR,TROPOMI
2019-02-05,Expectation,-0.010526315789473684,SLR,TROPOMI
2019-02-05,Variance,3.939606393929807e-5,SLR,TROPOMI
2019-02-05,p,0.9998805570185858,SLR,TROPOMI
2019-02-06,Moran_I_statistic,-0.03130206137444166,SLR,TROPOMI
2019-02-06,Expectation,-0.010526315789473684,SLR,TROPOMI
2019-02-06,Variance,3.878720636596993e-5,SLR,TROPOMI
2019-02-06,p,0.9995748735952041,SLR,TROPOMI
2019-02-07,Moran_I_statistic,-0.029193098020410934,SLR,TROPOMI
2019-02-07,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-02-07,Variance,4.0495155502390516e-5,SLR,TROPOMI
2019-02-07,p,0.9982259967963288,SLR,TROPOMI
2019-02-08,Moran_I_statistic,-0.005256057821061782,SLR,TROPOMI
2019-02-08,Expectation,-0.010752688172043012,SLR,TROPOMI
2019-02-08,Variance,4.1646796657600634e-5,SLR,TROPOMI
2019-02-08,p,0.19717992194199577,SLR,TROPOMI
2019-02-09,Moran_I_statistic,-0.008206779778876698,SLR,TROPOMI
2019-02-09,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-02-09,Variance,4.016771018827548e-5,SLR,TROPOMI
2019-02-09,p,0.3506177050584016,SLR,TROPOMI
2019-02-10,Moran_I_statistic,-0.06427176452603178,SLR,TROPOMI
2019-02-10,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-02-10,Variance,4.003657564555647e-5,SLR,TROPOMI
2019-02-10,p,1,SLR,TROPOMI
2019-02-11,Moran_I_statistic,-0.017572833073788752,SLR,TROPOMI
2019-02-11,Expectation,-0.010752688172043012,SLR,TROPOMI
2019-02-11,Variance,4.095708050148247e-5,SLR,TROPOMI
2019-02-11,p,0.8567171100953368,SLR,TROPOMI
2019-02-12,Moran_I_statistic,-0.034005309205629816,SLR,TROPOMI
2019-02-12,Expectation,-0.010752688172043012,SLR,TROPOMI
2019-02-12,Variance,4.1406487994698635e-5,SLR,TROPOMI
2019-02-12,p,0.9998490011432124,SLR,TROPOMI
2019-02-13,Moran_I_statistic,-0.004974029876904286,SLR,TROPOMI
2019-02-13,Expectation,-0.010526315789473684,SLR,TROPOMI
2019-02-13,Variance,3.946746473972155e-5,SLR,TROPOMI
2019-02-13,p,0.18840307669174935,SLR,TROPOMI
2019-02-14,Moran_I_statistic,-0.011976899683318757,SLR,TROPOMI
2019-02-14,Expectation,-0.010638297872340425,SLR,TROPOMI
2019-02-14,Variance,3.986237141105354e-5,SLR,TROPOMI
2019-02-14,p,0.5839529537098627,SLR,TROPOMI
2019-02-15,Moran_I_statistic,-0.02556225533324523,SLR,TROPOMI
2019-02-15,Expectation,-0.010526315789473684,SLR,TROPOMI
2019-02-15,Variance,3.896283468042472e-5,SLR,TROPOMI
2019-02-15,p,0.9919980209075487,SLR,TROPOMI
2019-02-16,Moran_I_statistic,-0.011292906504703902,SLR,TROPOMI
2019-02-16,Expectation,-0.010526315789473684,SLR,TROPOMI
2019-02-16,Variance,3.891503003261645e-5,SLR,TROPOMI
2019-02-16,p,0.548901589833076,SLR,TROPOMI
2019-02-17,Moran_I_statistic,-0.00678220135635924,SLR,TROPOMI
2019-02-17,Expectation,-0.010526315789473684,SLR,TROPOMI
2019-02-17,Variance,3.892550610670377e-5,SLR,TROPOMI
2019-02-17,p,0.2742159503768874,SLR,TROPOMI
