date,name,value,model,product
2019-01-01,Moran_I_statistic,-0.16175020766983594,SLR,OMI
2019-01-01,Expectation,-0.010869565217391304,SLR,OMI
2019-01-01,Variance,4.204814989753326e-5,SLR,OMI
2019-01-01,p,1,SLR,OMI
2019-01-02,Moran_I_statistic,-0.028642416863313404,SLR,OMI
2019-01-02,Expectation,-0.010869565217391304,SLR,OMI
2019-01-02,Variance,4.024369808855967e-5,SLR,OMI
2019-01-02,p,0.9974576100586313,SLR,OMI
2019-01-03,Moran_I_statistic,-0.04950741230439086,SLR,OMI
2019-01-03,Expectation,-0.01098901098901099,SLR,OMI
2019-01-03,Variance,4.312337397269209e-5,SLR,OMI
2019-01-03,p,0.9999999977623415,SLR,OMI
2019-01-04,Moran_I_statistic,-0.07068919841209197,SLR,OMI
2019-01-04,Expectation,-0.010869565217391304,SLR,OMI
2019-01-04,Variance,4.2191873111998164e-5,SLR,OMI
2019-01-04,p,1,SLR,OMI
2019-01-05,Moran_I_statistic,-0.03148841910920074,SLR,OMI
2019-01-05,Expectation,-0.010752688172043012,SLR,OMI
2019-01-05,Variance,4.1777318428877765e-5,SLR,OMI
2019-01-05,p,0.9993319449476851,SLR,OMI
2019-01-06,Moran_I_statistic,-0.01381068795154608,SLR,OMI
2019-01-06,Expectation,-0.010869565217391304,SLR,OMI
2019-01-06,Variance,4.239251915279707e-5,SLR,OMI
2019-01-06,p,0.6742643521572573,SLR,OMI
2019-01-07,Moran_I_statistic,-0.02475060177166335,SLR,OMI
2019-01-07,Expectation,-0.010869565217391304,SLR,OMI
2019-01-07,Variance,4.038537245974492e-5,SLR,OMI
2019-01-07,p,0.9855294450906428,SLR,OMI
2019-01-08,Moran_I_statistic,-0.054301601894070003,SLR,OMI
2019-01-08,Expectation,-0.010869565217391304,SLR,OMI
2019-01-08,Variance,4.200519358254706e-5,SLR,OMI
2019-01-08,p,0.9999999999896709,SLR,OMI
2019-01-09,Moran_I_statistic,-0.024140857962931386,SLR,OMI
2019-01-09,Expectation,-0.010752688172043012,SLR,OMI
2019-01-09,Variance,4.078804537619177e-5,SLR,OMI
2019-01-09,p,0.9819724912491223,SLR,OMI
2019-01-10,Moran_I_statistic,-0.053333884147514776,SLR,OMI
2019-01-10,Expectation,-0.010526315789473684,SLR,OMI
2019-01-10,Variance,3.967493144043159e-5,SLR,OMI
2019-01-10,p,0.9999999999946271,SLR,OMI
