month,name,value,model,product
1,Moran_I_statistic,-0.014428711867988737,XGB,OMI
1,Expectation,-0.010526315789473684,XGB,OMI
1,Variance,3.94904172168456e-5,XGB,OMI
1,p,0.7326973120220924,XGB,OMI
2,Moran_I_statistic,-0.005322750439018967,XGB,OMI
2,Expectation,-0.010526315789473684,XGB,OMI
2,Variance,3.965422653992775e-5,XGB,OMI
2,p,0.204306975603122,XGB,OMI
3,Moran_I_statistic,-0.006724440721868283,XGB,OMI
3,Expectation,-0.010526315789473684,XGB,OMI
3,Variance,3.961822778059987e-5,XGB,OMI
3,p,0.27291563488296006,XGB,OMI
4,Moran_I_statistic,-0.011943902595750315,XGB,OMI
4,Expectation,-0.010526315789473684,XGB,OMI
4,Variance,3.801312198533633e-5,XGB,OMI
4,p,0.590924295969136,XGB,OMI
5,Moran_I_statistic,-0.027544666093115722,XGB,OMI
5,Expectation,-0.010638297872340425,XGB,OMI
5,Variance,4.005750157703376e-5,XGB,OMI
5,p,0.9962211077428269,XGB,OMI
6,Moran_I_statistic,-0.015536550294700453,XGB,OMI
6,Expectation,-0.010638297872340425,XGB,OMI
6,Variance,4.003040285365737e-5,XGB,OMI
6,p,0.7805900544315484,XGB,OMI
7,Moran_I_statistic,-0.010439484885097033,XGB,OMI
7,Expectation,-0.010638297872340425,XGB,OMI
7,Variance,3.923993318699219e-5,XGB,OMI
7,p,0.48734046421655275,XGB,OMI
8,Moran_I_statistic,-0.024689774729596343,XGB,OMI
8,Expectation,-0.010638297872340425,XGB,OMI
8,Variance,3.997469042550794e-5,XGB,OMI
8,p,0.986873099345072,XGB,OMI
9,Moran_I_statistic,-0.006574100850837007,XGB,OMI
9,Expectation,-0.010638297872340425,XGB,OMI
9,Variance,3.962907357056298e-5,XGB,OMI
9,p,0.2592671619316086,XGB,OMI
10,Moran_I_statistic,-0.031555158165436595,XGB,OMI
10,Expectation,-0.010526315789473684,XGB,OMI
10,Variance,3.943773018173109e-5,XGB,OMI
10,p,0.9995938515254282,XGB,OMI
11,Moran_I_statistic,-0.004348823244454316,XGB,OMI
11,Expectation,-0.010526315789473684,XGB,OMI
11,Variance,3.956686990960185e-5,XGB,OMI
11,p,0.1630304885787564,XGB,OMI
12,Moran_I_statistic,-0.005788398919172209,XGB,OMI
12,Expectation,-0.010526315789473684,XGB,OMI
12,Variance,3.9244305531055783e-05,XGB,OMI
12,p,0.22473205813670386,XGB,OMI
