month,name,value,model,product
1,Moran_I_statistic,-0.005897223542420137,SLMER,TROPOMI
1,Expectation,-0.010101010101010102,SLMER,TROPOMI
1,Variance,3.5476412183534954e-5,SLMER,TROPOMI
1,p,0.2401617409824229,SLMER,TROPOMI
2,Moran_I_statistic,-0.005851008585404009,SLMER,TROPOMI
2,Expectation,-0.010526315789473684,SLMER,TROPOMI
2,Variance,3.925919289063432e-5,SLMER,TROPOMI
2,p,0.22778148965297537,SLMER,TROPOMI
3,Moran_I_statistic,-0.008648581828909818,SLMER,TROPOMI
3,Expectation,-0.010526315789473684,SLMER,TROPOMI
3,Variance,3.913058057189305e-5,SLMER,TROPOMI
3,p,0.3820214687408646,SLMER,TROPOMI
4,Moran_I_statistic,-0.008178600929663675,SLMER,TROPOMI
4,Expectation,-0.010526315789473684,SLMER,TROPOMI
4,Variance,3.9151382486254886e-5,SLMER,TROPOMI
4,p,0.35375298424763135,SLMER,TROPOMI
5,Moran_I_statistic,-0.030881816495264804,SLMER,TROPOMI
5,Expectation,-0.010638297872340425,SLMER,TROPOMI
5,Variance,4.036085139962707e-5,SLMER,TROPOMI
5,p,0.9992798249689087,SLMER,TROPOMI
6,Moran_I_statistic,-0.0036913036852305276,SLMER,TROPOMI
6,Expectation,-0.010638297872340425,SLMER,TROPOMI
6,Variance,3.97678774294729e-5,SLMER,TROPOMI
6,p,0.13531405183920134,SLMER,TROPOMI
7,Moran_I_statistic,-0.006850926436823926,SLMER,TROPOMI
7,Expectation,-0.010638297872340425,SLMER,TROPOMI
7,Variance,3.960815179856244e-5,SLMER,TROPOMI
7,p,0.2736566692930814,SLMER,TROPOMI
8,Moran_I_statistic,-0.011613078044748704,SLMER,TROPOMI
8,Expectation,-0.010638297872340425,SLMER,TROPOMI
8,Variance,3.914007303182509e-5,SLMER,TROPOMI
8,p,0.5619086828166879,SLMER,TROPOMI
9,Moran_I_statistic,-0.004217729615255424,SLMER,TROPOMI
9,Expectation,-0.010638297872340425,SLMER,TROPOMI
9,Variance,3.9581442680443666e-5,SLMER,TROPOMI
9,p,0.1537375365007856,SLMER,TROPOMI
10,Moran_I_statistic,-0.02538211750581668,SLMER,TROPOMI
10,Expectation,-0.010526315789473684,SLMER,TROPOMI
10,Variance,3.928978082474081e-5,SLMER,TROPOMI
10,p,0.9911070003089074,SLMER,TROPOMI
11,Moran_I_statistic,-0.004410343954560914,SLMER,TROPOMI
11,Expectation,-0.010526315789473684,SLMER,TROPOMI
11,Variance,3.896494762099932e-5,SLMER,TROPOMI
11,p,0.16359744219040911,SLMER,TROPOMI
12,Moran_I_statistic,-0.010125817282139396,SLMER,TROPOMI
12,Expectation,-0.010416666666666666,SLMER,TROPOMI
12,Variance,3.739701500613397e-5,SLMER,TROPOMI
12,p,0.48103311378781854,SLMER,TROPOMI
