month,name,value,model,product
1,Moran_I_statistic,-0.004847139031124885,GBM,OMI
1,Expectation,-0.010101010101010102,GBM,OMI
1,Variance,3.560008840765125e-5,GBM,OMI
1,p,0.18928079725408498,GBM,OMI
2,Moran_I_statistic,-0.003672020356945866,GBM,OMI
2,Expectation,-0.010526315789473684,GBM,OMI
2,Variance,3.9794971964074376e-5,GBM,OMI
2,p,0.13861841836619027,GBM,OMI
3,Moran_I_statistic,-0.003988773475463808,GBM,OMI
3,Expectation,-0.010526315789473684,GBM,OMI
3,Variance,3.9569894232168376e-5,GBM,OMI
3,p,0.14933754586093298,GBM,OMI
4,Moran_I_statistic,-0.010549934802761073,GBM,OMI
4,Expectation,-0.010526315789473684,GBM,OMI
4,Variance,3.635924703480153e-5,GBM,OMI
4,p,0.5015626555737046,GBM,OMI
5,Moran_I_statistic,-0.025981951355472536,GBM,OMI
5,Expectation,-0.010638297872340425,GBM,OMI
5,Variance,3.993380323673372e-5,GBM,OMI
5,p,0.9924099707057691,GBM,OMI
6,Moran_I_statistic,-0.019270060897999257,GBM,OMI
6,Expectation,-0.010638297872340425,GBM,OMI
6,Variance,4.003261846455966e-5,GBM,OMI
6,p,0.9137548340278483,GBM,OMI
7,Moran_I_statistic,-0.0046468032431990205,GBM,OMI
7,Expectation,-0.010638297872340425,GBM,OMI
7,Variance,3.9937956177067544e-5,GBM,OMI
7,p,0.17154588075327998,GBM,OMI
8,Moran_I_statistic,-0.013673466833433233,GBM,OMI
8,Expectation,-0.010638297872340425,GBM,OMI
8,Variance,3.9584311856654737e-5,GBM,OMI
8,p,0.6852446211562626,GBM,OMI
9,Moran_I_statistic,-0.007988406670012547,GBM,OMI
9,Expectation,-0.010638297872340425,GBM,OMI
9,Variance,3.948911027168683e-5,GBM,OMI
9,p,0.33662704625215223,GBM,OMI
10,Moran_I_statistic,-0.01912089896314394,GBM,OMI
10,Expectation,-0.010526315789473684,GBM,OMI
10,Variance,3.975875240503787e-5,GBM,OMI
10,p,0.9135649704816132,GBM,OMI
11,Moran_I_statistic,-0.0032688239178985056,GBM,OMI
11,Expectation,-0.010526315789473684,GBM,OMI
11,Variance,3.9564157777497043e-05,GBM,OMI
11,p,0.12428833028837732,GBM,OMI
12,Moran_I_statistic,-0.005696119068796909,GBM,OMI
12,Expectation,-0.010416666666666666,GBM,OMI
12,Variance,3.862552600336904e-5,GBM,OMI
12,p,0.2237624304532667,GBM,OMI
